uri,prefLabel,prefLabel_en,casNumber,ecNumber,altLabel,altLabel_en,comment,definition,broader,broadMatch,collections,exactMatch,narrowMatch,notation,pubchem,source,theme,topConceptOf,inScheme,belongsTo,validatiestatus
22454-04-2,,,22454-04-2,,,"Boric acid (H3BO3), disodium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
22465-18-5,,,22465-18-5,,,Cadmium sulfate octahydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
22723-52-0,,,22723-52-0,,,"Acetic acid, lead(2+) salt, dihydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
22750-53-4,,,22750-53-4,,,Cadmium bis(azanide),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
22894-47-9,,,22894-47-9,,,phenylmercuric formamide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
23232-50-0,,,23232-50-0,,,"Nitric acid, nickel(2+) salt, dihydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
24343-41-7,,,24343-41-7,,,"Arsenous acid, gallium salt (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
2440-34-8,,,2440-34-8,,,"Mercury, [N-(2-methylphenyl)benzenesulfonamidato-N]phenyl-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
24824-71-3,,,24824-71-3,,,"Phosphonic acid, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
255881-94-8,,,255881-94-8,401-850-9,,"S-(tricyclo(5.2.1.0'2,6)deca-3-en-8(or 9)-yl O-(isopropyl or isobutyl or 2-ethylhexyl) O-(isopropyl or isobutyl or 2-ethylhexyl) phosphorodithioate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
25666-92-6,,,25666-92-6,,,Lead sulfite,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
25685-75-0,,,25685-75-0,,,"Cadmium, chloro(1,10-phenanthroline-2-carboxylato)-, polymers",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
25747-83-5,,,25747-83-5,,,"boric acid (H3BO3), sodium salt, hydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
25987-03-5,,,25987-03-5,,,"Phenol, lead salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
26114-17-0,,,26114-17-0,,,phenylmercuric-8-quinolinate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
26522-91-8,,,26522-91-8,,,MERCURY BROMATE,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
27228-67-7,,,27228-67-7,,,"Mercurate(2-), tetraiodo-, copper(2+) (1:1), (T-4)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
27316-90-1,,,27316-90-1,248-399-2,,Triammonium diaquaoctachloro-μ-nitridodiruthenate(3-),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
27496-91-9,,,27496-91-9,,,"Benzoic acid, methyl-, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
27526-45-0,,,27526-45-0,,,Manganese arsenate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
27733-50-2,,,27733-50-2,,,"Sulfuric acid, ammonium magnesium salt (3:2:2)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28038-18-8,,,28038-18-8,,,Cadmium sulfate sodium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28038-25-7,,,28038-25-7,,,Potassium sulfate cadmium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28041-77-2,,,28041-77-2,,,Cesium sulfate cadmium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28267-01-8,,,28267-01-8,,,"Tetracosanoic acid, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28302-54-7,,,28302-54-7,,,Cadmium chloride potassium hydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28680-76-4,,,28680-76-4,249-155-8,,"[29H,31H-phthalocyaninetetrasulphonyl tetrachloridato(2)-N29,N30,N31,N32 ]nickel",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
288864-02-8,,,288864-02-8,,,"Phenol, 4-tert-heptyl-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
28923-39-9,,,28923-39-9,628-228-1,,Nickel(II) bromide ethylene glycol dimethyl ether complex,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
29871-10-1,,,29871-10-1,,,"Arsenic acid (H3AsO4), cobalt(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
30051-53-7,,,30051-53-7,,,"Lead, bis[bis(1-methylethyl)carbamodithioato-S,S']-, (T-4)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
"302-01-2, 78",,,"302-01-2, 78",206-114-9,,Hydrazine,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
30621-31-9,,,30621-31-9,,,"arsenic acid (H3AsO4), calcium salt(2:3), dihydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
30623-04-2,,,30623-04-2,,,Potassium sulfate cadmium hexahydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
31215-94-8,,,31215-94-8,250-515-1,,"Cadmium (1,1-dimethylethyl)benzoate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
31631-13-7,,,31631-13-7,,,"Phenol, p-isononyl-, phosphite (3:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
31632-68-5,,,31632-68-5,250-736-3,,[naphthoato(1-)-O]phenylmercury,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
3249-60-3,,,3249-60-3,,,p-tert-Butylbenzoic acid lead salt,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
32593-99-0,,,32593-99-0,,,Monoammonium cadmium triiodide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
33382-64-8,,,33382-64-8,,,"Arsenous acid, tricopper(1+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
33940-95-3,,,33940-95-3,,,"Arsenic acid (H3AsO4), lead(4+) salt (2:1), monohydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
33992-49-3,,,33992-49-3,,,"Arsenenous acid, nickel(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
34295-32-4,,,34295-32-4,,,"Benzoic acid, 3-methyl-, lead(4+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
34345-39-6,,,34345-39-6,,,Cadmium sulfate caesium hexahydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
343934-05-4,,,343934-05-4,,,"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-rel-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
34410-88-3,,,34410-88-3,,,tetraamminecadmium permanganate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
35830-81-0,,,35830-81-0,,,"Sulfuric acid, lead(2+) lead(4+) salt (3:1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
36026-88-7,,,36026-88-7,252-840-4,,nickel phosphinate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
36931-18-7,,,36931-18-7,,,"Benzoic acid, 4-(1-methylethyl)-, cadmium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
37187-84-1,,,37187-84-1,,,Nickel hydride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
38386-25-3,,,38386-25-3,,,Potassium sulfate cadmium dihydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
39297-24-0,,,39297-24-0,254-407-5,,Tristrontium diarsenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
39310-41-3,,,39310-41-3,,,Iron arsenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
39345-91-0,,,39345-91-0,,,LEAD HYDROXIDE,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
39412-44-7,,,39412-44-7,,,Tin alloy,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
39449-91-7,,,39449-91-7,,,"Mercury alloy, (Velvaloy)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
41234-07-5,,,41234-07-5,,,"Nonanoic acid, lead salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
413615-35-7 ,,,413615-35-7 ,,,Benthiavalicarb,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
41996-37-6,,,41996-37-6,,,Arsenic chloride (AsCl2),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
4682-01-3,,,4682-01-3,414-850-9,,hydrazine-trinitromethane,,,,,,,,,https://rdf.ncbi.nlm.nih.gov/pubchem/substance/SID505784399,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
501953-51-1,,,501953-51-1,,,"Phosphoric acid,compounds,nickel(2+) zinc salt (2:1:2) tetrahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
51404-69-4,,,51404-69-4,257-175-3,,"Acetic acid, lead salt, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
52080-60-1,,,52080-60-1,257-645-8,,"Octadecanoic acid, lead(2+) salt, tribasic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
52337-73-2,,,52337-73-2,,,"Benzoic acid, 2-methyl-, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
53010-52-9,,,53010-52-9,,,"Mercury(2+), bis(2,4,6-tri-2-pyridinyl-1,3,5-triazine-N1,N2,N6)-, (OC-6-1'2)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
53113-58-9,,,53113-58-9,,,"Plumbate(1-), [N,N-bis(carboxymethyl)glycinato(3-)-N,O,O',O'']-, sodium, (T-4)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
53404-69-6,,,53404-69-6,,,phenylmercuric carbonate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
53807-64-0,,,53807-64-0,258-787-3,,"Phosphonic acid, lead salt, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
54295-90-8,,,54295-90-8,259-075-5,,"Tetrakis(acetato-O)[μ4-(3',6'-dihydroxy-3-oxospiro[isobenzofuran-1(3H),9'-[9H]xanthene]-2',4',5',7'-tetrayl)]tetramercury",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
54359-92-1,,,54359-92-1,,,"Mercurate(1-), methylthioxo-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
55060-82-7,,,55060-82-7,,,(T-4)-Tetrakis(3-methyl-1H-pyrazole-kappaN(2))cadmium(2+) monosulfate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
55425-74-6,,,55425-74-6,,,Cadmium trichloride 1 sodium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
56450-43-2,,,56450-43-2,,,Zinc arsenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
57142-78-6,,,57142-78-6,260-590-2,,[phthalato(2-)]oxodilead,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
57363-77-6,,,57363-77-6,,,"Mercury, compound with sodium (4:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
5822-97-9,,,5822-97-9,,,phenylmercuric monoethanol ammonium acetate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
58274-53-6,,,58274-53-6,,,"Benzoic acid, 4-methyl-, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
60168-33-4,,,60168-33-4,,,"Arsenous acid, iron(3+) salt (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
60953-19-7,,,60953-19-7,,,Gallium arsenic phosphide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
6107-93-3,,,6107-93-3,,,"Lead, bis(2-hydroxybenzoato-O1,O2)-, monohydrate, (T-4)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61092-77-1,,,61092-77-1,,,"Sulfuric acid, nickel(2+) salt (1:1), tetrahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61219-26-9,,,61219-26-9,262-667-6,,Trimanganese arsenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61436-04-2,,,61436-04-2,,,"Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, iron salt (1:x)|Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, iron salt (1:x)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61462-16-6,,,61462-16-6,,,Strontium arsenide (SrAs3),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61725-51-7,,,61725-51-7,262-934-7,,"Nickel, 3-[(4-chlorophenyl)azo]-4-hydroxy-2(1H)-quinolinone complex",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61788-52-1,,,61788-52-1,262-983-4,,"Naphthenic acids, lead manganese salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61788-53-2,,,61788-53-2,262-985-5,,"Fatty acids, tall-oil, lead manganese salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61788-54-3,,,61788-54-3,262-986-0,,"Fatty acids, tall-oil, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61788-71-4,,,61788-71-4,263-000-1,,"Naphthenic acids, nickel salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61789-28-4,,,61789-28-4,263-047-8,,Creosote oil|[A complex combination of hydrocarbons obtained by the distillation of coal tar. It consists primarily of aromatic hydrocarbons and may contain appreciable quantities of tar acids and tar bases. It distills at the approximate range of 200°C t,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61789-34-2,,,61789-34-2,263-053-0,,"Naphthenic acids, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61789-50-2,,,61789-50-2,,,"Naphthenic acid, cobalt lead manganese salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61789-60-4,,,61789-60-4,263-072-4,,Pitch,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
61867-68-3,,,61867-68-3,,,"Naphthalenesulfonic acid, dinonyl-, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
62702-52-7,,,62702-52-7,,,Tripotassium arsenate 3/2hydrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
63400-08-8,,,63400-08-8,,,"Nonanoic acid, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
63549-47-3,,,63549-47-3,264-306-8,,Di(acetato-O)anilinemercury,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-41-9,,,64741-41-9,265-041-0,,"Naphtha (petroleum), heavy straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>6</sub> through C<sub>12",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-42-0,,,64741-42-0,265-042-6,,"Naphtha (petroleum), full-range straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>4</sub> through C<s",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-45-3,,,64741-45-3,265-045-2,,"Residues (petroleum), atm. tower|Heavy Fuel oil|[A complex residuum from the atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly greater than C<sub>20</sub> and boiling above approximately 350 °C (662 °F)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-46-4,,,64741-46-4,265-046-8,,"Naphtha (petroleum), light straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists predominantly of aliphatic hydrocarbons having carbon numbers predominantly in the range of C<sub>",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-47-5,,,64741-47-5,265-047-3,,tural gas condensates (petroleum)|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons separated as a liquid from natural gas in a surface separator by retrograde condensation. It consists mainly of hydrocarbons having carbon ,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-48-6,,,64741-48-6,265-048-9,,"Natural gas (petroleum), raw liq. mix|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons separated as a liquid from natural gas in a gas recycling plant by processes such as refrigeration or absorption. It consists mainly of s",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-50-0,,,64741-50-0,265-051-5,,"Distillates (petroleum), light paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-51-1,,,64741-51-1,265-052-0,,"Distillates (petroleum), heavy paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-52-2,,,64741-52-2,265-053-6,,"Distillates (petroleum), light naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-53-3,,,64741-53-3,265-054-1,,"Distillates (petroleum), heavy naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-54-4,,,64741-54-4,265-055-7,,"Naphtha (petroleum), heavy catalytic cracked|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by a distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predomin",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
64741-55-5,,,64741-55-5,265-056-2,,"Naphtha (petroleum), light catalytic cracked|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predom",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
