uri,prefLabel,prefLabel_en,casNumber,ecNumber,altLabel,altLabel_en,comment,definition,broader,broadMatch,collections,exactMatch,narrowMatch,notation,pubchem,source,theme,topConceptOf,inScheme,belongsTo,validatiestatus
68513-87-1,,,68513-87-1,271-020-7,,"Tar bases, quinoline derivs.|Distillate Bases",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68514-15-8,,,68514-15-8,271-025-4,,"Gasoline, vapor-recovery|Low boiling point naphtha|[A complex combination of hydrocarbons separated from the gases from vapor recovery systems by cooling. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>4</sub> throu",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68514-36-3,,,68514-36-3,271-038-5,,"Hydrocarbons, C1-4, sweetened|Petroleum gas|[A complex combination of hydrocarbons obtained by subjecting hydrocarbon gases to a sweetening process to convert mercaptans or to remove acidic impurities. It consists of hydrocarbons having carbon numbers pre",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68514-79-4,,,68514-79-4,271-058-4,,"Petroleum products, hydrofiner-powerformer reformates|Low boiling point cat-reformed naphtha|[The complex combination of hydrocarbons obtained in a hydrofiner-powerformer process and boiling in a range of approximately 27°C to 210°C (80°F to 410°F).]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68515-51-5,,,68515-51-5,271-094-0,,"1,2-Benzenedicarboxylic acid, di-C6-10-alkyl esters",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68515-76-4,,,68515-76-4,271-106-4,,"Hexanoic acid, 2-ethyl-, lead(2+) salt, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68515-77-5,,,68515-77-5,271-108-5,,"Hexanoic acid, 3,5,5-trimethyl-, lead(2+) salt, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68515-80-0,,,68515-80-0,271-110-6,,"Lead, isooctanoate naphthenate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68515-84-4,,,68515-84-4,271-112-7,,"olivine, nickel green",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68516-20-1,,,68516-20-1,271-138-9,,"Naphtha (petroleum), steam-cracked middle arom.|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons produced by the distillation of products from a steam-cracking process. It consists predominantly of aromatic hydrocarbons havi",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-15-1,,,68527-15-1,271-258-1,,"Gases (petroleum), oil refinery gas distn. off|Refinery gas|[A complex combination separated by distillation of a gas stream containing hydrogen, carbon monoxide, carbon dioxide and hydrocarbons having carbon numbers in the range of C1 through C6 or obtai",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-18-4,,,68527-18-4,271-260-2,,"Gas oils (petroleum), steam-cracked|Cracked gasoil|[A complex combination of hydrocarbons produced by distillation of the products from a steam cracking process. It consists of hydrocarbons having carbon numbers predominantly greater than C<sub>9</sub> an",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-19-5,,,68527-19-5,271-261-8,,"Hydrocarbons, C1-4, debutanizer fraction|Petroleum gas",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-21-9,,,68527-21-9,271-262-3,,"Naphtha (petroleum), clay-treated full-range straight-run|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons resulting from treatment of full-range straight-run naphtha with natural or modified clay, usually in a percolation pr",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-22-0,,,68527-22-0,271-263-9,,"Naphtha (petroleum), clay-treated light straight-run|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons resulting from treatment of light straight-run naphtha with a natural or modified clay, usually in a percolation process to",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-23-1,,,68527-23-1,271-264-4,,"Naphtha (petroleum), light steam-cracked arom.|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons produced by distillation of products from a steam-cracking process. It consists predominantly of aromatic hydrocarbons having ca",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-26-4,,,68527-26-4,271-266-5,,"Naphtha (petroleum), light steam-cracked, debenzenized|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons produced by distillation of products from a steam-cracking process. It consists predominantly of hydrocarbons having car",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68527-27-5,,,68527-27-5,271-267-0,,"Naphtha (petroleum), full-range alkylate, butane-contg.|Low boiling point modified naphta|[A complex combination of hydrocarbons produced by the distillation of the reaction products of isobutane with monoolefinic hydrocarbons usually ranging in carbon nu",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68553-00-4,,,68553-00-4,271-384-7,,"Fuel oil, No 6|Heavy Fuel oil|[A distillate oil having a minimum viscosity of 900 SUS at 37.7 °C (100 °F) to a maximum of 9000 SUS at 37.7 °C (100 °F).]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68553-17-3,,,68553-17-3,271-394-1,,"Linseed oil, lead manganese salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68553-63-9,,,68553-63-9,271-396-2,,"Oils, fish, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68555-05-5,,,68555-05-5,271-410-7,,"Spinels, boron calcium lead silicon white",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68555-07-7,,,68555-07-7,271-412-8,,"Spinels, lead silicon tin zinc white",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68555-24-8,,,68555-24-8,271-418-0,,"Tar acids, cresylic, residues|Distillate Phenols|[The residue from crude coal tar acids after removal of phenol, cresols, xylenols and any higher boiling phenols. A black solid with a melting point approximately 80°C (176°F). Composed primarily of polyal",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68583-43-7,,,68583-43-7,271-511-6,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, copper and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68583-44-8,,,68583-44-8,271-512-1,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, nickel and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68583-45-9,,,68583-45-9,271-513-7,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, silver chloride-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68584-41-8,,,68584-41-8,271-538-3,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, aluminum and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68584-42-9,,,68584-42-9,271-539-9,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, copper and nickel-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68585-48-8,,,68585-48-8,,,"Sulfuric acid, nickel(2+) salt (1:1), reaction products with nickel and nickel oxide (NiO)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68585-90-0,,,68585-90-0,271-598-0,,"Zinc sulfide (ZnS), copper and lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68585-93-3,,,68585-93-3,271-601-5,,"Zinc sulfide (ZnS), copper and nickel-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68602-82-4,,,68602-82-4,271-623-5,,"Gases (petroleum), benzene unit hydrotreater depentanizer overheads|Refinery gas|[A complex combination produced by treating the feed from the benzene unit with hydrogen in the presence of a catalyst followed by depentanizing. It consists primarily of hyd",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68602-83-5,,,68602-83-5,271-624-0,,"Gases (petroleum), C1-5, wet|Petroleum gas|[A complex combination of hydrocarbons produced by the distillation of crude oil and/or the cracking of tower gas oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C1 through C5",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68602-84-6,,,68602-84-6,271-625-6,,"Gases (petroleum), secondary absorber off, fluidized catalytic cracker overheads fractionator|Refinery gas|[A complex combination produced by the fractionation of the overhead products from the catalytic cracking process in the fluidized catalytic cracker",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-00-9,,,68603-00-9,271-631-9,,"Distillates (petroleum), thermal cracked naphtha and gas oil|Low boiling point thermally cracked naphtha|[A complex combination of hydrocarbons produced by distillation of thermally cracked naphtha and/or gas oil. It consists predominantly of olefinic hy",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-01-0,,,68603-01-0,271-632-4,,"Distillates (petroleum), thermal cracked naphtha and gas oil, C<sub>5</sub>-dimer-contg.|Low boiling point thermally cracked naphtha|[A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil. ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-03-2,,,68603-03-2,271-634-5,,"Distillates (petroleum), thermal cracked naphtha and gas oil, extractive|Low boiling point thermally cracked naphtha|[A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil. It consists of ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-08-7,,,68603-08-7,271-635-0,,"Naphtha (petroleum), arom.-contg.|Low boiling point naphtha - unspecified",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-83-8,,,68603-83-8,271-675-9,,"Fatty acids, C6-19-branched, lead salts, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68603-93-0,,,68603-93-0,,,"Carboxylic acids, tall-oil, lead salts, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68604-05-7,,,68604-05-7,,,"Castor oil, dehydrated, polymer with rosin, calcium lead zinc salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68604-56-8,,,68604-56-8,271-698-4,,"Octanoic acid, branched, lead salts, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68605-98-1,,,68605-98-1,271-722-3,,"Fatty acids, tallow, hydrogenated, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68606-10-0,,,68606-10-0,271-726-5,,"Gasoline, pyrolysis, debutanizer bottoms|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained from the fractionation of depropanizer bottoms. It consists of hydrocarbons having carbon numbers predominantly greater than ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68606-11-1,,,68606-11-1,271-727-0,,"Gasoline, straight-run, topping-plant|Low boiling point naphtha|[A complex combination of hydrocarbons produced from the topping plant by the distillation of crude oil. It boils in the range of approximately 36.1°C to 193.3°C (97°F to 380°F).]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68606-25-7,,,68606-25-7,271-734-9,,"Hydrocarbons, C2-4|Petroleum gas",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68606-27-9,,,68606-27-9,271-737-5,,"Gases (petroleum), alkylation feed|Petroleum gas|[A complex combination of hydrocarbons produced by the catalytic cracking of gas oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C3 through C4.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68606-34-8,,,68606-34-8,271-742-2,,"Gases (petroleum), depropanizer bottoms fractionation off|Petroleum gas|[A complex combination of hydrocarbons obtained from the fractionation of depropanizer bottoms. It consists predominantly of butane, isobutane and butadiene.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68607-11-4,,,68607-11-4,271-750-6,,"Petroleum products, refinery gases|Refinery gas|[A complex combination which consists primarily of hydrogen with various small amounts of methane, ethane, and propane.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68607-30-7,,,68607-30-7,271-763-7,,"Residues (petroleum), topping plant, low-sulfur|Heavy Fuel oil|[A low-sulfur complex combination of hydrocarbons produced as the residual fraction from the topping plant distillation of crude oil. It is the residuum after the straight-run gasoline cut, ke",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68607-31-8,,,68607-31-8,271-764-2,,"Resin acids and Rosin acids, calcium nickel salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68610-17-3,,,68610-17-3,271-852-0,,"Plumbane, ethyl methyl derivs.",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68610-24-2,,,68610-24-2,271-853-6,,nickel barium titanium primrose priderite|C.I. Pigment Yellow 157|C.I. 77900,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68611-46-1,,,68611-46-1,271-895-5,,"Silicic acid (H4SiO4), zinc salt (1:2), arsenic and manganese-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68698-80-6,,,68698-80-6,272-095-9,,"Nickelate(6-), [4-[[5-[[(3,6-dichloro-4-pyridazinyl)carbonyl]amino]-2-sulfophenyl]azo]-4,5-dihydro-5-oxo-1-[5-[[(trisulfo-29H,31H-phthalocyaninyl)sulfonyl]amino]-2-sulfophenyl]-1H-pyrazole-3-carboxylato(8-)-N29,N30,N31,N32]-, hexahydrogen",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-00-6,,,68783-00-6,272-175-3,,"Extracts (petroleum), heavy naphthenic distillate solvent, arom. conc.|Distillate aromatic extract (treated)|[An aromatic concentrate produced by adding water to heavy naphthenic distillate solvent extract and extraction solvent.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-04-0,,,68783-04-0,272-180-0,,"Extracts (petroleum), solvent-refined heavy paraffinic distillate solvent|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained as the extract from the re-extraction of solvent-refined heavy paraffinic distillate. It consis",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-06-2,,,68783-06-2,272-182-1,,"Gases (petroleum), hydrocracking low-pressure separator|Refinery gas|[A complex combination obtained by the liquid-vapor separation of the hydrocracking process reactor effluent. It consists predominantly of hydrogen and saturated hydrocarbons having carb",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-07-3,,,68783-07-3,272-183-7,,"Gases (petroleum), refinery blend|Petroleum gas|[A complex combination obtained from various processes. It consists of hydrogen, hydrogen sulfide and hydrocarbons having carbon numbers predominantly in the range of C1 through C5.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-08-4,,,68783-08-4,272-184-2,,"Gas oils (petroleum), heavy atmospheric|Heavy Fuel oil|[A complex combination of hydrocarbons obtained by the distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>7</sub> through C<sub>35</sub> a",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-09-5,,,68783-09-5,272-185-8,,"Naphtha (petroleum), catalytic cracked light distd.|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-12-0,,,68783-12-0,272-186-3,,"Naphtha (petroleum), unsweetened|Low boiling point naphtha|[A complex combination of hydrocarbons produced from the distillation of naphtha streams from various refinery processes. It consists of hydrocarbons having carbon numbers predominantly in the ra",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-13-1,,,68783-13-1,272-187-9,,"Residues (petroleum), coker scrubber, Condensed-ring-arom.-contg.|Heavy Fuel oil|[A very complex combination of hydrocarbons produced as the residual fraction from the distillation of vaccum residuum and the products from a thermal cracking process. It co",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-64-2,,,68783-64-2,272-203-4,,"Gases (petroleum), catalytic cracking|Petroleum gas|[A complex combination of hydrocarbons produced by the distillation of the products from a catalytic cracking process. It consists predominantly of hydrocarbons having carbon numbers predominantly in the",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-65-3,,,68783-65-3,272-205-5,,"Gases (petroleum), C2-4, sweetened|Petroleum gas|[A complex combination of hydrocarbons obtained by subjecting a petroleum distillate to a sweetening process to convert mercaptans or to remove acidic impurities. It consists predominantly of saturated and ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68783-66-4,,,68783-66-4,272-206-0,,"Naphtha (petroleum), light, sweetened|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by subjecting a petroleum distillate to a sweetening process to convert mercaptans or to remove acidic impurities. It consists p",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-10-1,,,68784-10-1,272-220-7,,"Cadmium sulfide (CdS), solid soln. with zinc sulfide, aluminum and cobalt and copper and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-53-2,,,68784-53-2,272-255-8,,"Tungstate (WO42-), calcium (1:1), (T-4)-, lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-55-4,,,68784-55-4,272-257-9,,"Barium cadmium calcium chloride fluoride phosphate, antimony and manganese-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-58-7,,,68784-58-7,,,"Cadmium borate oxide (Cd3(BO2)4O), manganese-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-59-8,,,68784-59-8,,,"Acetic acid, reaction products with capric acid, carpylic acid, coconut oil, and hydrogenated tallow fatty acids, calcium, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-74-7,,,68784-74-7,272-269-4,,"Silicic acid (H6Si2O7), barium magnesium strontium salt, lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-75-8,,,68784-75-8,272-271-5,,"Silicic acid (H2Si2O5), barium salt (1:1), lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-76-9,,,68784-76-9,,,"Silicic acid (H4SiO4), magnesium manganese(2+) zinc salt, arsenic and lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68784-84-9,,,68784-84-9,272-277-8,,"Zinc sulfide (ZnS), copper and nickel and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68814-67-5,,,68814-67-5,272-338-9,,"Gases (petroleum), refinery|Refinery gas|[A complex combination obtained from various petroleum refining operations. It consists of hydrogen and hydrocarbons having carbon numbers predominantly in the range of C1 through C3.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68814-89-1,,,68814-89-1,272-342-0,,"Extracts (petroleum), heavy paraffinic distillates, solvent-deasphalted|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained as the extract from a solvent extraction of heavy paraffinic distillate.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68814-90-4,,,68814-90-4,272-343-6,,"Gases (petroleum), platformer products separator off|Refinery gas|[A complex combination obtained from the chemical reforming of naphthenes to aromatics. It consists of hydrogen and saturated aliphatic hydrocarbons having carbon numbers predominantly in t",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68815-21-4,,,68815-21-4,272-361-4,,"Tar acids, cresylic, sodium salts, caustic solns.|Alkaline Extract",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68855-80-1,,,68855-80-1,272-499-5,,"Fatty acids, tall-oil, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68876-84-6,,,68876-84-6,272-529-7,,"Fatty acids, C8-18 and C18-unsatd., cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68876-90-4,,,68876-90-4,,,"Barium cadmium zinc sulfide (Ba2(Cd,Zn)S3), manganese-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68876-98-2,,,68876-98-2,272-539-1,,"Cadmium sulfide (CdS), aluminum and copper-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68876-99-3,,,68876-99-3,272-540-7,,"Cadmium sulfide (CdS), aluminum and silver-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68877-00-9,,,68877-00-9,272-541-2,,"Cadmium sulfide (CdS), copper chloride-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68877-01-0,,,68877-01-0,272-542-8,,"Cadmium sulfide (CdS), silver chloride-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68891-87-2,,,68891-87-2,272-581-0,,"Cadmium sulfide (CdS), copper and lead-doped",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68892-01-3,,,68892-01-3,272-591-5,,"Bis(pentane-2,4-dionato-O,O')boron(1+) hexafluoroarsenate(1-)",,,,,,,,,https://rdf.ncbi.nlm.nih.gov/pubchem/substance/SID135191838,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68911-58-0,,,68911-58-0,272-775-5,,"Gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off|Refinery gas|[The complex combination obtained from the depentanizer stabilization of hydrotreated kerosine. It consists primarily of hydrogen, methane, ethane, and propane with var",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
68911-59-1,,,68911-59-1,272-776-0,,"Gases (petroleum), hydrotreated sour kerosine flash drum|Refinery gas|[A complex combination obtained from the flash drum of the unit treating sour kerosine with hydrogen in the presence of a catalyst. It consists primarily of hydrogen and methane with va",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
